GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
W16_number_hw_A,Number of health warnings approved by the law for cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1250,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,6,6.00000,,,,,
W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W25_quitline_number_A,The quit line number must appear on cigarette packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,No,,,,,,
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,30,30.00000,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2728,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,No,,,,,,
W15_specific_hw_B,Specific health warnings are mandated for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1251,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,No,,,,,,
W24_exp_date_B,Display of expiry dates is prevented on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W1_HW_law_A,Law mandates that health warnings appear on cigarette packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W8_princ_langs_A,Health warnings on cigarette packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W10_graphic_A,Health warnings on cigarette packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W17_fines_A,Health warnings on cigarette packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2732,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W24_exp_date_A,Display of expiry dates is prevented on cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4578,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,No,,,,,,
W7_rotation_B,Health warnings on other smoked tobacco packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W16_number_hw_B,Number of health warnings approved by the law for other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1269,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,6,6.00000,,,,,
W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2735,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,No,,,,,,
W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1314,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,5,5.00000,,,,,
W4_pc_back_A,Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,0,0.00000,,,,,
W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2730,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W11_outside_pack_A,Health warnings appear on each cigarette package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Yes,,,,,,
W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1255,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2733,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W1_HW_law_B,Law mandates that health warnings appear on other smoked tobacco packages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2726,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Yes,,,,,,
W3_pc_front_B,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1266,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,10,10.00000,,,,,
W8_princ_langs_B,Health warnings on other smoked tobacco packaging must be written in the principal language(s) of the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1245,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Yes,,,,,,
W10_graphic_B,Health warnings on other smoked tobacco packaging must include a photograph or graphic,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1244,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2731,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Yes,,,,,,
W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2732,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W26_plain_packaging_B,Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2736,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2727,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,No,,,,,,
W7_rotation_A,Health warnings on cigarette packaging must be rotated,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1246,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2729,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W14_harm_effects_A,Health warnings on cigarette packaging describe the harmful effects of tobacco use on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1248,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2734,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1252,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,30,30.00000,,,,,
W6_font_B,"Font style, font size and colour of health warnings are mandated for other smoked tobacco packaging",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1247,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W11_outside_pack_B,Health warnings appear on each other smoked tobacco package and any outside packaging and labelling used in the retail sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1249,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2728,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,No,,,,,,
W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2733,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on emission yields,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4576,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,No,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Not applicable,,,,,,
W23_emissions_front_back_B,Qualitative information on emission yields must be displayed on one or more principle display areas of other smoked tobacco packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,Not applicable,,,,,,
W23_emissions_front_back_A,Qualitative information on emission yields must be displayed on one or more principle display areas of cigarette packaging,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4577,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,Not applicable,,,,,,
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2005,2005,,AMR,Americas,,COL,2005,2005,Colombia,,FMLE,Female,,7.0 [4.5-9.5],7.00000,4.50000,9.50000,,,
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2005,2005,,AMR,Americas,,COL,2005,2005,Colombia,,BTSX,Both sexes,,13.0 [8.6-17.4],13.00000,8.60000,17.40000,,,
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2015,2015,,AMR,Americas,,COL,2015,2015,Colombia,,FMLE,Female,,5.4 [4.2-6.5],5.40000,4.20000,6.50000,,,
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2015,2015,,AMR,Americas,,COL,2015,2015,Colombia,,BTSX,Both sexes,,9.8 [7.8-11.8],9.80000,7.80000,11.80000,,,
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,MLE,Male,,12.7 [9.9-15.4],12.70000,9.90000,15.40000,,,The most recent survey was conducted in 2019. This is a projection.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,BTSX,Both sexes,,8.2 [6.2-10.2],8.20000,6.20000,10.20000,,,The most recent survey was conducted in 2019. This is a projection.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2025,2025,,AMR,Americas,,COL,2025,2025,Colombia,,MLE,Male,,11.2 [7.7-14.7],11.20000,7.70000,14.70000,,,The most recent survey was conducted in 2019. This is a projection.
M_Est_tob_curr,Estimate of current tobacco use prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5584,PUBLISHED,Published,,2025,2025,,AMR,Americas,,COL,2025,2025,Colombia,,FMLE,Female,,4.1 [3.1-5.2],4.10000,3.10000,5.20000,,,The most recent survey was conducted in 2019. This is a projection.
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2000,2000,,AMR,Americas,,COL,2000,2000,Colombia,,MLE,Male,,19.1 [11.4-26.9],19.10000,11.40000,26.90000,,,
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2005,2005,,AMR,Americas,,COL,2005,2005,Colombia,,BTSX,Both sexes,,11.2 [7.6-14.9],11.20000,7.60000,14.90000,,,
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,BTSX,Both sexes,,9.8 [7.1-12.5],9.80000,7.10000,12.50000,,,
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2015,2015,,AMR,Americas,,COL,2015,2015,Colombia,,FMLE,Female,,4.7 [3.5-6.0],4.70000,3.50000,6.00000,,,
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,FMLE,Female,,4.1 [2.9-5.4],4.10000,2.90000,5.40000,,,The most recent survey was conducted in 2019. This is a projection.
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,MLE,Male,,10.5 [6.5-14.5],10.50000,6.50000,14.50000,,,The most recent survey was conducted in 2019. This is a projection.
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2025,2025,,AMR,Americas,,COL,2025,2025,Colombia,,MLE,Male,,9.7 [6.0-13.4],9.70000,6.00000,13.40000,,,The most recent survey was conducted in 2019. This is a projection.
M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5586,PUBLISHED,Published,,2030,2030,,AMR,Americas,,COL,2030,2030,Colombia,,MLE,Male,,8.6 [4.5-12.7],8.60000,4.50000,12.70000,,,The most recent survey was conducted in 2019. This is a projection.
P6_restaurants,Smoke-free restaurants (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1329,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
P6_restaurants,Smoke-free restaurants (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1329,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
P7_pubs,"Smoke-free pubs, bars and cafés (national legislation)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1238,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,Yes,,,,,,
P7_pubs,"Smoke-free pubs, bars and cafés (national legislation)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1238,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
P7_pubs,"Smoke-free pubs, bars and cafés (national legislation)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1238,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
P7_pubs,"Smoke-free pubs, bars and cafés (national legislation)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1238,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
W_Group,Warn about the dangers of tobacco,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1221,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,4,,,,,,
P2_education,Smoke-free education facilities except universities (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1233,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
E_Group,Enforce bans on tobacco advertising,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/373,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,5,,,,,,
E_Group,Enforce bans on tobacco advertising,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/373,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,5,,,,,,
P2_education,Smoke-free education facilities except universities (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1233,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
P2_education,Smoke-free education facilities except universities (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1233,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
M_Group,Monitor,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/339,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,4,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,No,,,,,,
O_Quitline,Access to a toll-free quit line,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1288,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,No,,,,,,
P4_govt,Smoke-free government facilities (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1235,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
NTCP_govt_obj,Government objectives on tobacco control exist,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1303,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,No,,,,,,
P4_govt,Smoke-free government facilities (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1235,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,Yes,,,,,,
NTCP_govt_obj,Government objectives on tobacco control exist,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1303,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,Yes,,,,,,
P1_healthcare,Smoke-free health-care facilities (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1232,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,Yes,,,,,,
P1_healthcare,Smoke-free health-care facilities (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1232,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
O_Ins_off_hlth_prof,Smoking cessation support is cost-covered in offices of health professionals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4573,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,No,,,,,,
O_Avail_community,Smoking cessation support is available in the community,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1319,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,No,,,,,,
O_Avail_community,Smoking cessation support is available in the community,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1319,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,No,,,,,,
O_Avail_community,Smoking cessation support is available in the community,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1319,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,No,,,,,,
W-MM_Group,Anti-tobacco mass media campaigns,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2723,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,2,,,,,,
W-MM_Group,Anti-tobacco mass media campaigns,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2723,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,5,,,,,,
W-MM_Group,Anti-tobacco mass media campaigns,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2723,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,1,,,,,,
P8_pub_transp,Smoke-free public transport (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1239,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes,,,,,,
P8_pub_transp,Smoke-free public transport (national legislation),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1239,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
NTCP_agcy,National agency for tobacco control exists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1308,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,Yes,,,,,,
NTCP_agcy,National agency for tobacco control exists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1308,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes,,,,,,
O_Group,Offer help to quit tobacco use,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/343,PUBLISHED,Published,,2018,2018,,AMR,Americas,,COL,2018,2018,Colombia,,,,,4,,,,,,
O_Group,Offer help to quit tobacco use,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/343,PUBLISHED,Published,,2012,2012,,AMR,Americas,,COL,2012,2012,Colombia,,,,,3,,,,,,
O_Group,Offer help to quit tobacco use,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/343,PUBLISHED,Published,,2007,2007,,AMR,Americas,,COL,2007,2007,Colombia,,,,,3,,,,,,
P_Group,Protect from tobacco smoke,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/341,PUBLISHED,Published,,2016,2016,,AMR,Americas,,COL,2016,2016,Colombia,,,,,5,,,,,,
P_Group,Protect from tobacco smoke,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/341,PUBLISHED,Published,,2020,2020,,AMR,Americas,,COL,2020,2020,Colombia,,,,,5,,,,,,
P_Group,Protect from tobacco smoke,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/341,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,5,,,,,,
O_Avail_hosp,Smoking cessation support is available in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1243,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,Yes in some,,,,,,
O_Avail_hosp,Smoking cessation support is available in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1243,PUBLISHED,Published,,2014,2014,,AMR,Americas,,COL,2014,2014,Colombia,,,,,Yes in some,,,,,,
O_Avail_hosp,Smoking cessation support is available in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1243,PUBLISHED,Published,,2008,2008,,AMR,Americas,,COL,2008,2008,Colombia,,,,,Yes in some,,,,,,
O_Avail_hosp,Smoking cessation support is available in hospitals,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1243,PUBLISHED,Published,,2010,2010,,AMR,Americas,,COL,2010,2010,Colombia,,,,,Yes in some,,,,,,
E_compl_e13,Compliance with ban on appearance of tobacco brands in TV and/or films (score),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1295,PUBLISHED,Published,,2022,2022,,AMR,Americas,,COL,2022,2022,Colombia,,,,,10,10.00000,,,,,
